,Country,Year,Month,Semana,Nombre de la campaña,Campaign Consolidated,Impresiones,impresiones max,impresiones min,impresiones avg,Importe gastado,importe max,importe min,importe avg,Fecha inicio,sem_inicio,abreviatura,Marca,Pais,num_campaign,campaign avg,venta_agrupada,venta max,venta min,venta avg,tipo,score_lineal_norm
255,BR,2023,2,2023-02-25 - 2023-03-03,ST_BR_AWR_FEB23_V20_REG,v20,7423897.0,7423897.0,184498.0,1999778.0,3563.08,3563.08,80.83,1246.5933333333332,2023-02-25,202308,ST,STANLEY,Brasil,6,3.933333333333333,584913.8716953966,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.6354449605270642
256,MX,2023,2,2023-02-25 - 2023-03-03,ST_MX_AWR_FEB23_V20_REG,v20,8980336.0,8980336.0,304872.0,3320546.25,2872.59079731,2872.59079731,76.28,1509.93520122,2023-02-25,202308,ST,STANLEY,Mexico,4,4.777777777777778,804571.2766911008,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.2499941374202632
257,BR,2023,3,2023-03-18 - 2023-03-24,BD_BR_AWR_MAR23_MOTHERS-DAY_LOC,Mothers day,22154904.0,22154904.0,139761.0,6481751.75,7310.72000786,7310.72000786,108.80438745,2354.5960988275,2023-03-18,202311,BD,BLACK+DECKER,Brasil,4,4.5,710775.1470074988,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.5126271118944505
258,MX,2023,3,2023-03-25 - 2023-03-31,BD_MX_AWR_MAR23_SOCIAL-BOOSTING_LOC,Social Boosting,4782336.0,4782336.0,2032869.0,3103937.3333333335,2160.21,2160.21,787.31,1443.2533333333333,2023-03-25,202312,BD,BLACK+DECKER,Mexico,3,4.894736842105263,1371242.3048226517,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.1096716744387576
259,BR,2023,3,2023-03-18 - 2023-03-24,DW_BR_AWR_MAR23_PT_Social-Boosting,Social Boosting,2697021.0,2697021.0,605186.0,1550114.25,1204.23,1594.27,320.80990857,927.4424771425,2023-03-18,202311,DW,DEWALT,Brasil,4,4.5,1513423.0837678188,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.1362339249420057
260,MX,2023,3,2023-03-25 - 2023-03-31,DW_MX_AWR_MAR23_BATTERY-SEEDING_REG,Battery Seeding,5833274.0,5833274.0,1158713.0,3157756.8,1808.38,2191.44,827.6,1471.23,2023-03-25,202312,DW,DEWALT,Mexico,5,4.894736842105263,5095075.398038953,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.2404036974892472
261,BR,2023,3,2023-03-04 - 2023-03-10,IW_BR_AWR_MAR23_HT_Social-Boosting,Social Boosting,1400630.0,1400630.0,1400630.0,1400630.0,294.53,294.53,294.53,294.53,2023-03-04,202309,IW,IRWIN,Brasil,1,3.933333333333333,72686.18992289885,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,
262,BR,2023,3,2023-03-25 - 2023-03-31,ST_BR_AWR_MAR23_PT_Social-Boosting,Social Boosting,2454039.0,2454039.0,69418.0,1025276.25,913.69,913.69,30.7,400.6225,2023-03-25,202312,ST,STANLEY,Brasil,4,3.6666666666666665,543555.6845957622,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.399784329453589
263,MX,2023,3,2023-03-25 - 2023-03-31,ST_MX_AWR_MAR23_SOCIAL-BOOSTING_LOC,Social Boosting,4050656.0,4050656.0,446501.0,1758306.4,2169.46,2169.46,515.77,920.144002756,2023-03-25,202312,ST,STANLEY,Mexico,5,2.3333333333333335,839304.9105786503,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.600803872009977
264,BR,2023,4,2023-04-01 - 2023-04-07,BD_BR_AWR_MAR23_MOTHERS-DAY_LOC,Mothers day,24591234.0,24591234.0,53876.0,5125931.166666667,8115.12000031,8115.12000031,26.76,1830.3250000516666,2023-04-01,202313,BD,BLACK+DECKER,Brasil,6,4.739130434782608,569507.0520665245,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.9429676242154164
265,MX,2023,4,2023-04-08 - 2023-04-14,BD_MX_ECOM_FEB23_PROTECT-THE-CORE_REG,Protect The Core,2225006.0,2225006.0,4.0,687351.0,1311.15,1311.15,100.23,523.5633333333334,2023-04-08,202314,BD,BLACK+DECKER,Mexico,4,3.857142857142857,328982.7078588209,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.3527474517848166
266,BR,2023,4,2023-04-01 - 2023-04-07,DW_BR_AWR_APRIL23_PT_Social-Boosting,Social Boosting,2224874.0,2224874.0,265393.0,1070569.5,719.06,719.06,88.37,380.2,2023-04-01,202313,DW,DEWALT,Brasil,4,4.739130434782608,1320601.444670623,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.3997998126491302
267,MX,2023,4,2023-04-29 - 2023-05-05,DW_MX_APRIL23_PT_SOCIAL-ECOM,ECOM Boost,650726.0,650726.0,50682.0,344956.25,114.61,442.39,13.15,153.385,2023-04-29,202317,DW,DEWALT,Mexico,4,8.523809523809524,1206153.4638148374,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,0.8201184011973236
268,BR,2023,4,2023-04-01 - 2023-04-07,IW_BR_AWR_APRIL23_HT_Social-Boosting,Social Boosting,2049672.0,2049672.0,2049672.0,2049672.0,411.46,411.46,411.46,411.46,2023-04-01,202313,IW,IRWIN,Brasil,1,4.739130434782608,75090.01060435777,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,
269,BR,2023,4,2023-04-01 - 2023-04-07,ST_BR_AWR_APRIL23_PT_Social-Boosting,Social Boosting,2909291.0,2909291.0,146029.0,1182737.75,823.63,823.63,71.97,417.4825,2023-04-01,202313,ST,STANLEY,Brasil,4,4.739130434782608,546839.9855227749,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.5897473541146494
270,MX,2023,4,2023-04-29 - 2023-05-05,ST_MX_ECOM_MAR23_GDL-V20_REG,Guadalajara v20,2066046.0,2066046.0,23055.0,550465.375,777.66,777.66,8.98,251.25375,2023-04-29,202317,ST,STANLEY,Mexico,8,8.523809523809524,280921.69820862485,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.9130309260319551
271,BR,2023,5,2023-05-13 - 2023-05-19,BD_BR_ECOM_APRIL23_MOTHERS-DAY_LOC,Mothers day,6634070.0,6634070.0,100863.0,1892692.8,4925.43000081,4925.43000081,114.303988,1190.0367977619999,2023-05-13,202319,BD,BLACK+DECKER,Brasil,5,3.375,722612.1571486228,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.6732917730235715
272,MX,2023,5,2023-05-13 - 2023-05-19,BD_MX_AWR_MAY23_SOCIAL-BOOSTING_LOC,Social Boosting,2411355.0,2411355.0,243311.0,858086.75,518.78,518.78,192.6,350.2825,2023-05-13,202319,BD,BLACK+DECKER,Mexico,4,8.523809523809524,312699.00338639907,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.5094401433116382
273,BR,2023,5,2023-05-13 - 2023-05-19,DW_BR_AWR_MAY23_PT_Social-Boosting,Social Boosting,1903102.0,1903102.0,598109.0,988560.5,703.63,886.33,353.09,579.2375,2023-05-13,202319,DW,DEWALT,Brasil,4,3.375,1378693.54384638,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.2037103914600458
274,MX,2023,5,2023-05-13 - 2023-05-19,DW_MX_AWR_MAY23_HT_LASERS_LOC,Lasers DW,4236967.0,4236967.0,265227.0,2119152.0,1525.02,2231.78,223.35,955.2120000000001,2023-05-13,202319,DW,DEWALT,Mexico,5,3.0,1069629.3514556151,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.1813372451011634
275,BR,2023,5,2023-05-06 - 2023-05-12,IW_BR_AWR_MAY23_HT_Social-Boosting,Social Boosting,1916101.0,1916101.0,1916101.0,1916101.0,401.23,401.23,401.23,401.23,2023-05-06,202318,IW,IRWIN,Brasil,1,3.375,70035.62679558594,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,
276,BR,2023,5,2023-05-27 - 2023-06-02,ST_BR_AWR_MAY23_PT_Social-Boosting,Social Boosting,3653790.0,3653790.0,167485.0,1480703.5,1821.09,1821.09,48.28,627.4566666666666,2023-05-27,202321,ST,STANLEY,Brasil,6,4.555555555555555,522390.65345287026,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,1.4585529727322615
277,MX,2023,5,2023-05-13 - 2023-05-19,ST_MX_ECOM_MAY23_TRUST_REG,Trust,3502323.0,3502323.0,230234.0,1607402.1666666667,1598.72,1598.72,194.08,629.8349999999999,2023-05-13,202319,ST,STANLEY,Mexico,6,3.0,253286.70940190987,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.5725832368862527
278,BR,2023,6,2023-06-17 - 2023-06-23,BD_BR_AWR_JUN23_INFLUENCERS-BOOSTING_LOC,Influencers Boost,4759239.0,4759239.0,91578.0,1048134.4,1856.22,1856.22,56.66,505.68199999999996,2023-06-17,202324,BD,BLACK+DECKER,Brasil,5,3.6153846153846154,694556.5212970782,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.7882337839006583
279,MX,2023,6,2023-06-03 - 2023-06-09,BD_MX_ECOM_MAY23_GARDENING_REG,Garden,5119526.0,5119526.0,193679.0,1859609.0,3597.02,3597.02,110.43,1369.9333333333334,2023-06-03,202322,BD,BLACK+DECKER,Mexico,3,6.878787878787879,504779.17270271917,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,1.211897580546806
280,BR,2023,6,2023-06-10 - 2023-06-16,DW_BR_ENGT_MAY23_BATTERY_W2_REG,Battery Seeding,6601486.0,6601486.0,118535.0,2361559.25,6670.37,6670.37,118.34,1961.2864086900001,2023-06-10,202323,DW,DEWALT,Brasil,4,4.294117647058823,1436431.8360193935,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.1664048344373776
281,MX,2023,6,2023-06-17 - 2023-06-23,DW_MX_ENGT_MAY23_HT_LASERS-2_LOC,Lasers DW,1813931.0,1813931.0,743345.0,1301208.8333333333,2311.41,2311.41,351.63,919.5300000000001,2023-06-17,202324,DW,DEWALT,Mexico,6,2.272727272727273,1355963.0273478471,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.1264779775581297
282,BR,2023,6,2023-06-17 - 2023-06-23,IW_BR_AWR_JUN23_HT_Social-Boosting,Social Boosting,87344.0,87344.0,87344.0,87344.0,46.35,46.35,46.35,46.35,2023-06-17,202324,IW,IRWIN,Brasil,1,1.8571428571428572,84691.25146672559,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,
283,BR,2023,6,2023-06-03 - 2023-06-09,ST_BR_AWR_MAY23_PROCHECK_REG,Procheck,4034641.0,4034641.0,210502.0,1404301.25,1089.19,1089.19,122.9,447.6175,2023-06-03,202322,ST,STANLEY,Brasil,4,4.294117647058823,519026.938798566,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.5848658472290396
284,MX,2023,6,2023-06-03 - 2023-06-09,ST_MX_AWR_MAY23_PROCHECK_REG,Procheck,6194620.0,6194620.0,220969.0,1813086.5,1672.48,1672.48,49.93,542.302500215,2023-06-03,202322,ST,STANLEY,Mexico,4,4.777777777777778,549763.238526567,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.4757528711329382
285,BR,2023,7,2023-07-29 - 2023-08-04,BD_BR_AWR_JUL23_POWERCONNECT_REG,Powerconnect,14556880.0,14556880.0,69436.0,2928479.5,6696.66000015,6696.66000015,63.74267579,1325.4687793233334,2023-07-29,202330,BD,BLACK+DECKER,Brasil,6,3.588235294117647,621677.5445190915,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.9332873254416891
286,MX,2023,7,2023-07-29 - 2023-08-04,BD_MX_AWR_JUL23_POWERCONNECT_REG,Powerconnect,14474766.0,14474766.0,150616.0,3580220.6,5353.09,5353.09,218.73,1322.02,2023-07-29,202330,BD,BLACK+DECKER,Mexico,5,5.636363636363637,401737.1094151667,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.6925705519258047
287,BR,2023,7,2023-07-22 - 2023-07-28,DW_BR_AWR_JUL23_PT_Social-Boosting,Social Boosting,2304598.0,2304598.0,459120.0,1196453.0,881.4,881.4,203.12,497.9949987225,2023-07-22,202329,DW,DEWALT,Brasil,4,4.913043478260869,1653353.0973114173,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,1.6320215626308041
288,MX,2023,7,2023-07-15 - 2023-07-21,DW_MX_ENGT_JUL23_POWERSTACK-COMBOS_LOC,Powerstack,6586619.0,6586619.0,1371610.0,3362598.0,3869.29,3869.29,343.76,1554.106,2023-07-15,202328,DW,DEWALT,Mexico,5,4.523809523809524,1363243.5749117222,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.2781699954122503
289,BR,2023,7,2023-07-29 - 2023-08-04,IW_BR_AWR_JUL23_HT_Social-Boosting,Social Boosting,691231.0,691231.0,216306.0,453768.5,162.6,162.6,44.31,103.455,2023-07-29,202330,IW,IRWIN,Brasil,2,2.4545454545454546,89990.35190801106,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,0.6118376618407355
290,BR,2023,7,2023-07-29 - 2023-08-04,ST_BR_ECOM_JUL23_PROCHECK_REG,Procheck,3063212.0,3063212.0,209385.0,1016535.1666666666,1478.32,1478.32,95.46,439.23,2023-07-29,202330,ST,STANLEY,Brasil,6,2.4545454545454546,503992.22547114844,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.6503290684573786
291,MX,2023,7,2023-07-29 - 2023-08-04,ST_MX_ECOM_JUL23_PROCHECK_REG,Procheck,3105251.0,3105251.0,252038.0,1517195.25,1233.46,1233.46,249.6,528.645,2023-07-29,202330,ST,STANLEY,Mexico,4,5.636363636363637,292525.155809091,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.371966311322633
292,BR,2023,8,2023-08-05 - 2023-08-11,BD_BR_AWR_JUL23_POWERCONNECT_REG,Powerconnect,15243198.0,15243198.0,24595.0,3090995.3333333335,7014.96,7014.96,18.77,1368.7483333333332,2023-08-05,202331,BD,BLACK+DECKER,Brasil,6,5.592592592592593,706194.8909248878,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.9314511103740104
293,MX,2023,8,2023-08-05 - 2023-08-11,BD_MX_AWR_JUL23_POWERCONNECT_REG,Powerconnect,15276219.0,15276219.0,177150.0,3690630.4,5651.92,5651.92,89.55,1367.424,2023-08-05,202331,BD,BLACK+DECKER,Mexico,5,5.636363636363637,382390.36316533515,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,1.6909505499196498
294,BR,2023,8,2023-08-19 - 2023-08-25,DW_BR_AWR_AUG23_PT_Social-Boosting,Social Boosting,2566227.0,2566227.0,825362.0,1342769.25,969.29,969.29,365.24,548.6825,2023-08-19,202333,DW,DEWALT,Brasil,4,2.8461538461538463,1742645.677471089,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.655916244432567
295,MX,2023,8,2023-08-05 - 2023-08-11,DW_MX_ENGT_JUL23_POWERSTACK-COMBOS_LOC,Powerstack,3329791.0,3329791.0,65753.0,1438694.2,2097.5,2097.5,117.72,596.502,2023-08-05,202331,DW,DEWALT,Mexico,5,3.1666666666666665,1376600.533857175,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,1.4026489622469187
296,BR,2023,8,2023-08-12 - 2023-08-18,IW_BR_AWR_AUG23_TRADE_STRONG_LOCAL,Trade Strong,9819147.0,9819147.0,1853424.0,5836285.5,4016.22999721,4016.22999721,451.59,2233.909998605,2023-08-12,202332,IW,IRWIN,Brasil,2,5.592592592592593,105439.65270017018,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,0.6118376618407357
297,BR,2023,8,2023-08-26 - 2023-09-01,ST_BR_AWR_AUG23_PT_Social-Boosting,Social Boosting,1961152.0,1961152.0,310938.0,829398.5,655.59,655.59,122.0,371.8775,2023-08-26,202334,ST,STANLEY,Brasil,4,5.08,517866.90462494764,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.4153207431137298
298,MX,2023,8,2023-08-19 - 2023-08-25,ST_MX_ECOM_JUL23_PROCHECK_REG,Procheck,2802676.0,2802676.0,208012.0,1447105.25,1189.34,1189.34,322.22,732.6875,2023-08-19,202333,ST,STANLEY,Mexico,4,6.44,245801.02710444684,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,1.2578054022540164
299,BR,2023,9,2023-09-30 - 2023-10-06,BD_BR_AWR_OCT23_INFLUENCERS-BOOSTING_LOC,Influencers Boost,3357136.0,3357136.0,5612.0,652382.7142857143,1179.28,1179.28,35.58,215.73714285714286,2023-09-30,202339,BD,BLACK+DECKER,Brasil,7,3.933333333333333,932939.6988825054,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,2.0988779161029187
300,MX,2023,9,2023-09-02 - 2023-09-08,BD_MX_ENGT_AUG23_POWERCONNECT_REG,Powerconnect,1591945.0,1591945.0,132117.0,686648.8,1321.45,1321.45,50.59,557.432,2023-09-02,202335,BD,BLACK+DECKER,Mexico,5,6.615384615384615,347375.02611632703,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.2795668613479465
301,BR,2023,9,2023-09-16 - 2023-09-22,DW_BR_AWR_AUG23_SOCIOS-DW_REG,Socios DW,7804442.0,7804442.0,326736.0,3776113.3333333335,3432.0,3432.0,518.9,1832.0466666666669,2023-09-16,202337,DW,DEWALT,Brasil,3,3.0,1710217.5635254947,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.1976065024858689
302,MX,2023,9,2023-09-16 - 2023-09-22,DW_MX_AWR_AUG23_SOCIOS-DW_REG,Socios DW,8050871.0,8050871.0,299148.0,4054672.285714286,3621.29,3777.54,320.46,1962.9014285714286,2023-09-16,202337,DW,DEWALT,Mexico,7,2.0,1237487.6912052769,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,1.242511467405352
303,BR,2023,9,2023-09-30 - 2023-10-06,IW_BR_ECOM_OCT23_TRADE_STRONG_LOCAL,Trade Strong,3132637.0,3132637.0,206569.0,1464314.5,1821.87,1821.87,53.85,937.96,2023-09-30,202339,IW,IRWIN,Brasil,4,3.933333333333333,96659.60025718782,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,0.9462248987459194
304,BR,2023,9,2023-09-30 - 2023-10-06,ST_BR_AWR_SEP23_INFLUENCERS-BOOSTING_LOC,Influencers Boost,1649343.0,1649343.0,329171.0,888774.5,914.62,914.62,106.45,385.8625,2023-09-30,202339,ST,STANLEY,Brasil,4,2.3333333333333335,640089.784456546,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,0.9972094616711833
305,MX,2023,9,2023-09-23 - 2023-09-29,ST_MX_AWR_SEP23_PROCHECK_REG,Procheck,8875732.0,8875732.0,156634.0,3198165.0,2660.8,2660.8,230.59,1109.792,2023-09-23,202338,ST,STANLEY,Mexico,5,3.7142857142857144,289225.71513496776,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.513672094674214
306,BR,2023,10,2023-10-21 - 2023-10-27,BD_BR_AWR_OCT23_PT_Social-Boosting,Social Boosting,1929341.0,1929341.0,883907.0,1237856.0,411.38,411.38,187.91,302.9066666666667,2023-10-21,202342,BD,BLACK+DECKER,Brasil,3,2.8,935918.4634326522,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,1.1842638529698557
307,MX,2023,10,2023-10-07 - 2023-10-13,BD_MX_ECOM_SEP23_POWERCONNECT_REG,Powerconnect,4259289.0,4259289.0,4259289.0,4259289.0,2595.16,2595.16,2595.16,2595.16,2023-10-07,202340,BD,BLACK+DECKER,Mexico,1,5.0,332828.9205595455,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,
308,BR,2023,10,2023-10-28 - 2023-11-03,DW_BR_ENGT_OCT23_SOCIOS_REG,Socios DW,7949371.0,7949371.0,839189.0,3230963.0,6977.8,6977.8,194.37,2471.0633333333335,2023-10-28,202343,DW,DEWALT,Brasil,3,1.8571428571428572,1590929.012738171,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,0.8548300051255877
309,MX,2023,10,2023-10-14 - 2023-10-20,DW_MX_ECOM_OCT23_PROTECT-THE-CORE_LOC,Protect The Core,7505662.0,7505662.0,1286486.0,3903295.6666666665,2789.52,2789.52,578.15,1868.68,2023-10-14,202341,DW,DEWALT,Mexico,3,5.0,1345709.8923344044,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.158689434028948
310,BR,2023,10,2023-10-28 - 2023-11-03,IW_BR_ECOM_OCT23_TRADE_STRONG_LOCAL,Trade Strong,5559362.0,5559362.0,176200.0,2130476.3333333335,2753.31,2753.31,34.34,985.84,2023-10-28,202343,IW,IRWIN,Brasil,3,1.4,92652.23333231526,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,0.8570258186470695
311,BR,2023,10,2023-10-28 - 2023-11-03,ST_BR_AWR_OCT23_PROVE&COMPROVE_REG,Prove & Comprove,9209469.0,9209469.0,781496.0,3298870.2,2901.27,4688.66,167.16,1739.146,2023-10-28,202343,ST,STANLEY,Brasil,5,1.4,556458.4830099819,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,1.2633187218291078
312,MX,2023,10,2023-10-14 - 2023-10-20,ST_MX_AWR_SEP23_PROCHECK_REG,Procheck,5423577.0,5423577.0,385145.0,2374983.75,1626.9,2171.29,118.41,1093.4375,2023-10-14,202341,ST,STANLEY,Mexico,4,2.4285714285714284,278232.8215261448,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,1.1520783158655632
313,BR,2023,11,2023-11-04 - 2023-11-10,BD_BR_AWR_NOV23_PT_Social-Boosting,Social Boosting,2648292.0,2648292.0,772242.0,1710267.0,406.92,406.92,112.0,259.46000000000004,2023-11-04,202344,BD,BLACK+DECKER,Brasil,2,2.0,746846.853273954,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,0.6118376618407364
314,BR,2023,11,2023-11-04 - 2023-11-10,DW_BR_ENGT_OCT23_SOCIOS_REG,Socios DW,3253428.0,3253428.0,3048259.0,3150843.5,2854.21,2854.21,825.57,1839.89,2023-11-04,202344,DW,DEWALT,Brasil,2,1.4,1494053.3322868503,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,0.6118376618407357
315,MX,2023,11,2023-11-04 - 2023-11-10,DW_MX_ENGT_OCT23_SOCIOS_REG,Socios DW,1962897.0,1962897.0,979055.0,1346957.0,1882.62,1882.62,376.87,924.93,2023-11-04,202344,DW,DEWALT,Mexico,3,4.538461538461538,1284030.4738598755,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,0.8604389058608372
316,BR,2023,11,2023-11-04 - 2023-11-10,IW_BR_ECOM_OCT23_TRADE_STRONG_LOCAL,Trade Strong,2103299.0,2103299.0,1377186.0,1740242.5,940.88,940.88,332.19,636.535,2023-11-04,202344,IW,IRWIN,Brasil,2,1.4,84355.99255561964,70784.82094115416,-885.5796751917983,283.9040953202523,top_men,0.6118376618407357
317,BR,2023,11,2023-11-18 - 2023-11-24,ST_BR_AWR_NOV23_PROVE&COMPROVE_REG,Prove & Comprove,9487097.0,9487097.0,2121553.0,6009216.333333333,3510.13,6239.22,686.75,3478.7000000000003,2023-11-18,202346,ST,STANLEY,Brasil,3,2.8181818181818183,842599.1140208961,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,0.7651405736232257
318,MX,2023,11,2023-11-11 - 2023-11-17,ST_MX_ENGT_OCT23_PROCHECK_REG,Procheck,3282433.0,3282433.0,1277407.0,2570176.6666666665,2729.43,2729.43,887.97,1644.5033333333333,2023-11-11,202345,ST,STANLEY,Mexico,3,3.2222222222222223,313051.0492793028,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,0.6809317203986026
319,BR,2023,12,2023-12-02 - 2023-12-08,BD_BR_AWR_NOV23_INFLUENCERS-BOOSTING_LOC,Influencers Boost,4465352.0,4465352.0,4465352.0,4465352.0,2321.861091,2321.861091,2321.861091,2321.861091,2023-12-02,202348,BD,BLACK+DECKER,Brasil,1,1.0,1032899.1744793622,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,
320,BR,2023,12,2023-12-02 - 2023-12-08,ST_BR_ENGT_OCT23_PROVE&COMPROVE_REG,Prove & Comprove,3951980.0,3951980.0,3951980.0,3951980.0,3892.18179097,3892.18179097,3892.18179097,3892.18179097,2023-12-02,202348,ST,STANLEY,Brasil,1,1.0,961667.3665011781,20352.430516034223,-287.89129936182144,119.08885824032664,top_men,
321,MX,2023,12,2023-12-02 - 2023-12-08,ST_MX_ECOM_NOV23_PROCHECK_REG,Procheck,6392207.0,6392207.0,6392207.0,6392207.0,1815.02092955,1815.02092955,1815.02092955,1815.02092955,2023-12-02,202348,ST,STANLEY,Mexico,1,3.2222222222222223,394851.90659695026,28973.906398930718,-149.20575005503042,70.4743949978772,top_men,
